dice,ssim,iou,precision,recall,fpr,auc
0.3796 +- 0.2498,0.6070 +- 0.0787,0.2673 +- 0.2173,0.7116 +- 0.2145,0.3040 +- 0.2506,0.0296 +- 0.0414,0.7732 +- 0.1376,
