dice,ssim,iou,precision,recall,fpr,auc
0.1631 +- 0.1773,0.8853 +- 0.0201,0.1006 +- 0.1236,0.4895 +- 0.2421,0.2715 +- 0.3652,0.0051 +- 0.0072,0.7069 +- 0.1106,
