dice,ssim,iou,precision,recall,fpr,auc
0.3541 +- 0.2259,0.6130 +- 0.0614,0.2401 +- 0.1838,0.4083 +- 0.2175,0.3737 +- 0.2776,0.0496 +- 0.0479,0.6717 +- 0.1180,
