dice,ssim,iou,precision,recall,fpr,auc
0.3099 +- 0.2184,0.3703 +- 0.0867,0.2057 +- 0.1749,0.4211 +- 0.2341,0.2977 +- 0.2539,0.0493 +- 0.0463,0.6699 +- 0.1257,
