dice,ssim,iou,precision,recall,fpr,auc
0.3781 +- 0.2584,0.6083 +- 0.0635,0.2684 +- 0.2244,0.7211 +- 0.2142,0.3024 +- 0.2543,0.0276 +- 0.0360,0.7722 +- 0.1404,
