dice,ssim,iou,precision,recall,fpr,auc
0.3354 +- 0.2122,0.6289 +- 0.0626,0.2230 +- 0.1699,0.6774 +- 0.2115,0.2573 +- 0.2029,0.0321 +- 0.0368,0.7527 +- 0.1224,
