dice,ssim,iou,precision,recall,fpr,auc
0.3346 +- 0.2995,0.1421 +- 0.0548,0.2432 +- 0.2376,0.2631 +- 0.2575,0.6077 +- 0.4525,0.0543 +- 0.0477,0.6273 +- 0.1308,
