dice,ssim,iou,precision,recall,fpr,auc
0.0160 +- 0.0199,-0.0323 +- 0.1240,0.0082 +- 0.0104,0.4657 +- 0.2498,0.0084 +- 0.0111,0.0092 +- 0.0128,0.5181 +- 0.1295,
