dice,ssim,iou,precision,recall,fpr,auc
0.3970 +- 0.2320,0.6726 +- 0.0617,0.2757 +- 0.1958,0.4415 +- 0.2235,0.4454 +- 0.2977,0.0471 +- 0.0448,0.6946 +- 0.1225,
