dice,ssim,iou,precision,recall,fpr,auc
0.2648 +- 0.1947,0.6736 +- 0.0458,0.1691 +- 0.1477,0.5891 +- 0.1943,0.1980 +- 0.1804,0.0437 +- 0.0458,0.6791 +- 0.1303,
