dice,ssim,iou,precision,recall,fpr,auc
0.2755 +- 0.2036,0.4973 +- 0.0407,0.1775 +- 0.1523,0.1973 +- 0.1757,0.7577 +- 0.2927,0.0078 +- 0.0108,0.5985 +- 0.0878,
