dice,ssim,iou,precision,recall,fpr,auc
0.1410 +- 0.1647,0.9107 +- 0.0112,0.0856 +- 0.1110,0.5317 +- 0.2260,0.2071 +- 0.3231,0.0051 +- 0.0075,0.7219 +- 0.0996,
