dice,ssim,iou,precision,recall,fpr,auc
0.2239 +- 0.1471,0.7356 +- 0.0588,0.1347 +- 0.1049,0.5827 +- 0.2025,0.1549 +- 0.1258,0.0460 +- 0.0487,0.6682 +- 0.1170,
