,0,1,2
0,0.00749130011536181,0.0030944999307394028,0.00041660014539957047
1,0.012990699848160148,0.035483699990436435,0.004249699879437685
2,0.021641100058332086,0.07279369980096817,0.008606899995356798
3,0.03190160007216036,0.10362330009229481,0.012868700083345175
4,0.03813860006630421,0.13154230010695755,0.017412400105968118
5,0.042146499967202544,0.17008609999902546,0.021368300076574087
6,0.05827450007200241,0.20439860015176237,0.02317530009895563
7,0.06288970005698502,0.2448516001459211,0.014800999779254198
8,0.07238109991885722,0.2776347000617534,0.01591679989360273
9,0.08123479993082583,0.3136102999560535,0.017708699917420745
10,0.09473069990053773,0.34935780009254813,0.019385799998417497
11,0.09138099988922477,0.3793403001036495,0.020646899938583374
12,0.10514410003088415,0.40970780001953244,0.02221349999308586
13,0.10811270005069673,0.4461927998345345,0.024258200079202652
14,0.13001980003900826,0.4574090000241995,0.025821799878031015
15,0.14702549995854497,0.5081917999777943,0.027437299955636263
16,0.14814059995114803,0.5367691998835653,0.02899800008162856
17,0.15869690012186766,0.5744344000704587,0.03084270004183054
18,0.17152259987778962,0.6066099000163376,0.032356000039726496
19,0.1796069999691099,0.6294911000877619,0.033756300108507276
20,0.1890267999842763,0.6744377999566495,0.03632880002260208
21,0.18785519991070032,0.7075780001468956,0.0376954001840204
22,0.19896479998715222,0.7592618998605758,0.038922399980947375
23,0.19201530003920197,0.8025885000824928,0.04067360004410148
24,0.21750150015577674,0.8157055999618024,0.04307279991917312
25,0.22500420012511313,0.8400283998344094,0.04390739998780191
26,0.23344719992019236,0.8549200999550521,0.045926500111818314
27,0.21084149996750057,0.9164973001461476,0.047360300086438656
28,0.21456560003571212,0.9729035999625921,0.04874770017340779
29,0.23800130002200603,1.0005183999892324,0.05077709979377687
30,0.27720360015518963,1.0296947001479566,0.05216130008921027
31,0.25254980009049177,1.0616734998766333,0.05376719986088574
32,0.2311108000576496,1.1070557998027653,0.055510299978777766
33,0.240585699910298,1.1171790000516921,0.05701770004816353
34,0.25185379991307855,1.1571979001164436,0.05854219989851117
35,0.27279830002225935,1.1899396001826972,0.06027280003763735
36,0.278720400063321,1.2129935000557452,0.06245330022647977
37,0.3171224999241531,1.2671227999962866,0.06368010002188385
38,0.3351886000018567,1.3001733999699354,0.06518219993449748
39,0.33064739988185465,1.292907499941066,0.0666992999613285
40,0.32334620016627014,1.3307783000636846,0.06849749991670251
41,0.2826503999531269,1.414301199838519,0.07389290002174675
42,0.30245750001631677,1.4496124000288546,0.07265440002083778
43,0.29364080005325377,1.4816560000181198,0.07506719999946654
44,0.3119318000972271,1.4818076000083238,0.07663280004635453
45,0.3645512000657618,1.5138012000825256,0.07671969989314675
46,0.3601293000392616,1.5867610999848694,0.07852570014074445
47,0.36918190005235374,1.5840283001307398,0.08050300017930567
48,0.38029809994623065,1.6529330001212656,0.08222849993035197
49,0.38789120013825595,1.6420485000126064,0.0840293001383543
50,0.38448680005967617,1.6835555001161993,0.08551349979825318
51,0.40575610008090734,1.7630990000907332,0.08719040011055768
52,0.36001419997774065,1.8060343000106514,0.08868629997596145
53,0.3792435999494046,1.807299599982798,0.08994069998152554
54,0.36486069997772574,1.8417692000512034,0.09192149993032217
55,0.3749148000497371,1.9224713000003248,0.09469659999012947
56,0.3757623001001775,1.9056494999676943,0.09645739989355206
