dice,ssim,iou,precision,recall,fpr,auc
0.3103 +- 0.2077,0.4203 +- 0.1524,0.2039 +- 0.1666,0.6871 +- 0.2513,0.2292 +- 0.1905,0.0300 +- 0.0338,0.7369 +- 0.1330,
