dice,ssim,iou,precision,recall,fpr,auc
0.3709 +- 0.2813,0.9266 +- 0.0261,0.1623 +- 0.1439,0.0921 +- 0.2061,0.0468 +- 0.1631,0.0038 +- 0.0109,0.6438 +- 0.1141,
