dice,ssim,iou,precision,recall,fpr,auc
0.2092 +- 0.1347,-0.0653 +- 0.0087,0.1237 +- 0.0912,0.5736 +- 0.1183,0.1437 +- 0.1215,0.0445 +- 0.0351,0.6489 +- 0.0710,
