dice,ssim,iou,precision,recall,fpr,auc
0.2772 +- 0.2080,0.6902 +- 0.0563,0.1802 +- 0.1608,0.5858 +- 0.2127,0.2124 +- 0.1987,0.0422 +- 0.0448,0.6810 +- 0.1395,
