dice,ssim,iou,precision,recall,fpr,auc
0.4276 +- 0.3310,0.2461 +- 0.1211,0.1738 +- 0.1779,0.2939 +- 0.4056,0.0351 +- 0.1238,0.0015 +- 0.0054,0.7942 +- 0.0845,
