dice,ssim,iou,precision,recall,fpr,auc
0.3861 +- 0.2267,0.6608 +- 0.0649,0.2657 +- 0.1912,0.4436 +- 0.2281,0.4192 +- 0.2870,0.0478 +- 0.0479,0.6961 +- 0.1222,
