dice,ssim,iou,precision,recall,fpr,auc
0.4210 +- 0.2390,0.6703 +- 0.0654,0.2977 +- 0.2081,0.4634 +- 0.2350,0.4621 +- 0.2953,0.0446 +- 0.0440,0.7084 +- 0.1247,
