dice,ssim,iou,precision,recall,fpr,auc
0.4098 +- 0.3327,0.0178 +- 0.0496,0.3154 +- 0.2780,0.4806 +- 0.3390,0.4251 +- 0.3784,0.0386 +- 0.0367,0.7096 +- 0.1778,
